id,givenname,surname,dob,gender,city,income,phone number
114,stephanie,clarke,,maoe,,131957.330,02 7216 0377
1141,lucas,humphreys,28-04-1960,female,sydney,177356.327,08 1516 9201
1144,georgia,mayer,16-08-1965,female,sydney,165354.549,02 8628 0684
1147,victoria,yu,23-06-1939,male,perth,25220.719,08 0012 9816
1148,robbie,calow,06-06-1971,male,perth,306891.206,02 3749 1542
1151,erin,weaver,02-02-1965,male,canberra,51625.565,08 2726 5190
1152,lauren,dixon,27-02-1905,male,melbourne,53640.890,03 0272 8652
1156,danielle,maitiqnos,,femalr,sydnye,90383.808,04 8702 5837
1157,ruby,clarke,16-08-2001,male,canberra,70292.927,08 0400 6123
116,megah,bowermam,16-12-1960,female,,157029.645,04 9w50 5978
1161,co00er,dunst9ne,06-09-1029,female,melb0urne,445660.741,07 7594 5363
1162,nicholas,warneke,10-11-1950,female,sydney,63675.231,07 8635 8039
1165,jessica,mi1dren,06-12-1983,malw,,40359.826,08 3709 8900
1167,cooper,campbell,09-08-2001,male,sydney,25341.490,08 4150 2452
1171,isabelle,bridgland,30-03-1994,mal4,sydmey,63514.227,04 5318 6471
1172,emma,pascoe,27-09-1966,male,canberra,50788.554,07 0753 1427
1174,moniquw,perry,24-03-1989,make,canberra,57996.178,03 3844 4009
1176,eliaz,dorsey,,male,perth,,02 8691 0891
1179,lucy,webb,19-06-1989,male,sydney,105625.564,03 1420 4707
1183,georgua,matthews,08-05-2908,female,sydnry,153080.431,07 8220 6300
1186,thoma5,shepherd,03-01-1975,female,sudney,127102.305,
1187,clain,pozniak,12-09-1966,male,sydney,84330.806,08 9546 9277
1189,gartb,hope,02-07-1981,make,,56446.238,08 2229 3594
119,amber,h9wie,01-09-1956,maoe,sydney,106744.159,07 2687 0619
1190,lauren,campbell,10-06-1959,male,melbourne,148503.623,07 9957 2487
1197,jamie,webb,08-08-1943,male,canberra,71171.176,07 4157 1157
1204,liam,manson,10-12-2011,male,sydney,135548.929,02 3234 1563
1206,kirrs,mason,08-05-1992,mal3,sydnev,113519.851,03 4196 2140
1209,isabelle,mccarthy,14-03-1908,male,sydney,104301.826,08 9586 7125
1210,kallie,blake,29-07-1995,male,sydney,87812.470,07 9155 4246
1215,joshua,kelley,06-06-1908,male,sydney,37153.809,03 9156 8781
1216,jade,white,07-02-1947,male,canberra,70444.722,08 2125 7446
1218,jack,laing,19-06-1927,male,melbourne,117312.166,07 5850 6014
1219,harley,clarke,14-06-1982,male,perth,314625.839,03 8506 3284
1224,sara,ahmed,01-06-1991,female,brisbane,61977.627,02 5565 6204
1226,laura,wotton,27-02-1940,female,melbourne,62937.650,07 5477 3585
1227,ebony,sok'lx,,male,pertb,28019.494,08 2582 7713
1230,nicholas,nguyen,24-02-1929,male,melbourne,94761.027,08 5149 9569
1238,erin,coleman,07-11-1934,female,brisbane,32919.094,04 4071 3751
1239,timara,highfold,27-08-1977,female,melbourne,1326290.214,03 1233 6905
124,max,campbell,26-02-1931,male,melbourne,131120.476,03 1345 2707
1241,megan,weayer,17-21-2010,male,canberra,89506.462,
1242,isabel,grubb,30-05-1985,male,melbourne,155919.291,07 9127 0189
1243,thmoas,doaldson,13-04-1900,male,perth,489229.187,09 6963 1944
1248,annabel,kilby,15-12-1900,male,sydney,122726.837,04 9346 0218
1251,chl>e,claahke,16-09-1993,female,bribsane,63052.468,07 1652 3250
1257,luke,rees,31-07-1905,male,sydney,113278.706,04 0571 5044
1258,sarag,eyles,24-02-1993,female,ibrsbane,38931.948,02 4506 2403
1259,seamus,willanski,30-06-1934,male,sydney,71594.479,02 0747 7166
126,isabelle,chandler,21-12-1929,female,melbourne,249052.317,03 3685 6683
1260,shona,zqbierski,13-05-1977,make,pertn,42597.124,07 5141 8912
1262,bailee,hendnksen,27-07-2090,male,,83163.583,04 7365 3826
1265,timothy,bovill,07-05-2003,male,melbourne,134933.838,02 9928 4961
1269,nicholas,blake,10-02-1924,male,melbourne,176823.310,08 0453 1519
127,katelin,excell,10-06-1938,male,canberra,74348.488,08 5030 6784
1270,acleoe,nohl3,22-01-1979,male,,67245.205,08 2307 7443
1272,jessica,nguyen,29-08-1968,male,perth,208063.734,07 8864 1421
1276,sarah,thorps,22-05-1944,,melnourne,196834.197,02 9511 1457
1282,yasmin,green,24-11-1949,male,sydney,62868.731,08 5984 3147
1284,liam,feeney,25-09-1912,female,melbourne,211482.202,04 5352 4397
1285,spencer,durovic,06-05-1920,male,melbourne,56981.177,08 6679 7130
1286,jamilla,shepherd,09-09-2901,,sydnev,,07 6725 6601
129,nicholas,browne,01-09-1922,male,melbourne,194115.253,04 9466 1296
1290,thomas,pidcock,08-03-1956,female,sydney,167022.157,03 8916 5504
1294,magnus,miles,23-03-2009,female,melbourne,189640.458,08 8811 4429
1296,andrew,germinario,10-11-1971,female,sydney,149590.914,08 3682 1089
1297,georgia,dunnicrliff,02-02-1959,male,sydriey,97532.198,08 5720 7012
1300,lily,huddy,13-06-2006,female,brisbane,42261.045,08 3853 2685
1301,kyle,mkkerlie,16-12-1979,malw,s6dney,,08 0561 2475
1311,aaliyah,webb,02-09-1955,male,perth,308654.593,08 9872 2531
1312,liam,tognolini,30-03-1915,male,perth,290401.261,07 7078 8975
1319,jsesica,mcneil,12-05-1980,female,melboynre,1208363.882,04 2904 4297
132,renee,haqe,11-03-1834,mal3,sdyney,85962.863,07 4155 0873
1320,jesdse,rumbak,17-01-1995,male,svdnev,177053.967,03 6788 4450
1327,bethanie,gully,12-04-1991,female,brisbane,92330.718,03 0876 4302
133,levy,wilkins,07-92-1957,male,sycnr,108270.666,07 6098 4860
1333,jordan,tiekman,26-12-1906,male,sydnev,,08 3185 7879
1337,james,blackwell,15-10-1952,male,perth,221092.205,03 7079 4411
1344,shane,koutlakis,23-01-1964,male,melbourne,67498.911,04 0074 5043
1345,stummer,clutterbuck,18-05-1935,female,canberar,31926.639,04 6613 2571
1348,emiily,yaroslavseff,02-11-1958,female,brisbane,70654.500,03 9623 8815
1351,lily,bradshaw,26-10-1905,female,canberra,65074.566,08 4127 2823
1352,harrison,white,17-04-1953,male,melbourne,156541.361,03 3367 1517
1353,katelyj,matthews,23-07-1978,male,mlb0urnep,,07 9265 9338
1358,chase,bevis,24-06-1914,,,,
136,riley,bo0ve,29-11-1913,femalr,mlebourne,569502.252,03 1952 9739
1361,mattheo,ryan,14-04-1918,female,sydney,127037.407,04 0340 5960
1365,ebony,clarke,28-07-2002,male,sydney,70401.886,07 4366 5802
1371,louise,white,01-11-1909,male,sydney,86549.160,04 7777 3042
1372,christian,webb,25-10-1944,malr,melbtourne,81669.189,02 41u6 5947
1377,alexandra,menzies,26-06-1991,male,canberra,56455.396,07 3452 6734
1378,jcaob,scohebinger,10-04-1979,male,melbo8rne,1241y7.845,07 2753 1304
138,emiily,beattie,01-08-1923,female,sydney,108695.224,07 3242 0524
1381,channing,white,15-03-1937,female,canberra,50748.693,08 9693 3177
1384,jarred,pfeffer,27-05-1992,female,sydney,65557.020,03 0126 6995
1388,robbie,riari,21-08-2044,male,syclney,67224.548,07 7684 0133
139,pailley,kaundy,12-05-19p5,male,melbourne,176159.226,04 8922 5728
1390,imtcell,akkermans,,femake,,63064.667,02 2633 3610
1392,matelyn,euerett,24-12-1917,male,melbouren,92264.609,03 58w3 8319
1393,vianca,reid,09-07-1927,male,sydney,142207.344,07 0786 4163
1397,aidan,allard,08-09-1921,male,melbourne,61797.562,08 2176 6635
1398,qhoneix,ried,13-03-1924,f4male,syd17ey,117077.492,02 7142 2158
1399,lauren,dnenes,18-96-1911,female,sydnye,157697.624,02 0892 4860
1400,harry,coleman,05-04-1908,female,brisbane,28847.084,07 6995 7636
141,natalia,green,20-10-1970,male,melbourne,94189.018,02 5481 6044
1412,allegra,cankett,30-05-1957,female,sydney,195406.787,07 8692 4674
1418,connor,mcneill,05-09-1902,male,sydney,108473.824,02 6419 9472
1419,emiily,bristow,27-10-1920,female,sydney,99809.525,07 2741 5992
1420,ethan,morato,1w-06-1942,maoe,p4rth,381273.213,03 8070 3914
1424,lily,lyden,28-01-1942,male,melbourne,104970.505,03 5798 1797
1425,faith,liersch,08-05-1920,female,canberra,36494.362,03 9513 5418
1431,april,seignevr,03-08-1905,male,melb0uprne,189391.729,08 8074 0481
1433,carneron,fobison,06-04-1967,male,cnaber5a,62569.917,08 9374 6583
1434,nasyah,morrison,17-12-1924,male,melbourne,147429.311,02 1991 1672
1435,lily,lomman,08-09-1928,fsmale,brisbkae,58644.486,03 1383 8122
1436,sophie,bissett,02-09-1953,male,canberra,70368.427,07 8110 9233
1441,acdele,rotman,,,melbourne,,02 4381 9027
1445,matthew,trent,31-12-1965,male,canberra,66775.054,04 9865 4509
1447,claire,vincent,04-04-1909,female,sydney,76648.387,08 3605 4051
1450,jasmyn,wilkins,06-04-1993,female,sydney,164344.828,07 4718 5767
1452,oscarv,tschirpig,12-06-2005,make,,101640.737,03 9263 1916
1458,jack,campbell,02-11-1917,male,sydney,28128.657,08 7746 6241
1465,jacob,wh:ge,09-08-1945,male,,59229.941,01 3474 0491
1468,bily,clok4,21-06-1920,make,sydeny,263474.078,08 4806 2278
1469,zara,par,,female,melbourne,263343.179,08 7792 2145
1473,mikayla,manfield,27-07-1914,male,melbourne,35260.445,04 7190 2236
1477,thomas,buttrose,18-09-1964,male,sydney,93704.422,08 1201 2775
1478,christopher,tkachuk,12-07-1932,male,canberra,64037.236,03 5231 8649
1482,taylah,bishop,30-10-1975,male,perth,41603.839,03 7498 2591
1492,josh,campbell,04-08-2931,femqle,sydney,89486.826,07 9830 2154
1495,zac,westbro0k,19-01-1943,femzld,melbourne,1522852.678,07 4428 6127
1499,ainsley,simmonds,24-02-1927,male,canberra,81730.110,07 6840 7819
1500,sarah,campbell,08-06-1953,female,sydney,135840.509,03 3833 6449
1501,nathan,crosswell,16-06-1993,female,brisbane,73167.522,02 5614 9354
1502,kayla,polato,24-06-1968,male,canberra,61608.509,03 8951 9417
1504,bradJey,roes,05-08-1902,female,canberra,32862.895,
1505,zane,crook,11-03-1910,male,sydney,69441.665,08 8231 3113
1507,ridley,beattie,13-04-1914,female,brisbane,31730.201,02 4011 0697
1508,jusgin,whillas,17-01-1926,femzle,sdyney,148345.174,03 4436 2402
151,lachlan,jember,04-06-1944,male,canberra,62896.532,08 0442 2131
1515,kane,crouch,28-12-1918,male,perth,322984.064,08 0621 5749
152,ronan,george,31-04-1949,male,canberra,85960.778,03 3534 6437
1520,christian,bloomfield,05-06-1908,male,sydney,139329.497,08 0636 7957
1521,tomas,buer,02-10-2972,female,,1303244.189,07 0239 6470
1522,poahtia,torpe,22-09-1999,femalr,,43508.173,07 6482 4546
1527,montana,wilkins,06-12-2004,femsle,,69175.385,07 2947 9476
1529,alexis,ryan,09-02-1933,male,sydney,155946.521,02 9242 9386
1533,madison,graue,31-12-1952,female,canberra,48578.418,04 9867 2914
1538,adam,huddy,11-09-1982,male,melbourne,148257.673,03 3614 9005
1542,todd,bruhn,28-07-1988,female,sydney,188378.382,08 2615 8104
1543,timothy,jolly,10-01-1935,male,melbourne,197700.842,02 7503 7352
1547,alissa,clarke,21-06-1919,male,sydney,111408.332,08 3255 6948
1552,alexaritra,minder,01-08-1958,female,sydmey,64221.266,04 5899 6955
1556,timothy,weniton,06-07-1973,male,perth,101498.339,07 5949 7636
1557,jrasd,bellon,06-02-2954,male,melbovrne,137321.974,02 9890 0124
1558,felicity,wynne,28-03-1937,male,perth,337656.074,03 9086 1355
1562,nenjsmni,lowe,15-01-q924,make,,55922.947,03 7386 1982
1563,me9,cassebohm,22-09-1904,femalw,,138640.160,02 2582 9704
157,jarviw5,finlai,,male,perth,343491.349,08 5607 5332
1571,oscar,sedgley,29-02-1989,male,canberra,66807.857,07 6818 1641
1572,jayden,rossler,03-04-1975,male,melbourne,183730.037,07 9800 6369
1574,liam,coleiiian,19-05-1902,fenwle,,23176.235,03 9653 9925
1580,conmor,armsyrong-essery,21-03-1944,make,perth,58948.024,08 4767 9271
1584,felicity,campbell,19-92-1935,male,melhourne,,
1588,dakota,kalnins,20-06-1957,male,melbourne,162152.764,04 3237 7185
1594,isabella,britten,13-10-1944,male,sydney,45986.962,03 2093 1554
1604,connor,kyne,16-08-1910,male,sydney,67418.112,08 2626 0091
1612,leah,ryan,16-02-1953,male,canberra,88419.412,04 1952 5074
1620,harry,broadby,13-01-1913,female,brisbane,26615.925,03 1275 2199
1625,lauren,bellew,12-04-1983,male,melbourne,150258.268,03 9288 2985
1626,blake,ellston,31-06-1938,male,canberra,77951.968,08 9632 5980
1627,jack,dino,29-94-1962,maoe,svdney,35907.654,03 9276 4451
1629,harry,mas9n,26-06-1897,male,melboume,43332.023,07 5060 9748
1631,malakai,hope,05-06-1958,male,melbourne,178497.113,04 7966 3621
1633,gianni,dent,24-08-1940,female,sydney,71336.500,04 8409 7891
1634,caleb,thorpe,19-06-1902,female,sydney,98029.472,04 6174 6364
1636,sarah,eller,31-09-1035,male,,98828.982,07 2091 7993
1637,paris,brock,02-07-1983,female,brisbane,74083.846,07 5629 4871
164,jasmine,clarke,04-00-2009,maje,melb0urme,99853.100,02 1507 1520
1641,livia,hoffman,30-08-2002,female,canberra,45040.157,08 0609 4030
1642,jessica,green,16-07-1906,female,brisbane,46433.400,08 2368 9033
1645,flyh17,herbert,,female,,730923.367,04 3627 2486
1652,lein,rigueyj,31-03-1926,male,perth,331494.t07,
1653,zacm,webb,29-12-2919,mao3,sydney,68703.427,07 42e8 0427
1656,thomas,singleton,15-07-1950,female,brisbane,74177.776,02 6410 7860
1657,harrison,white,19-10-1986,female,sydney,105263.630,03 3411 9134
1659,andre,nikol,31-12-2004,male,,79746.538,07 4700 4927
1661,sophie,conrick,29-06-2004,male,melbourne,61132.093,07 6240 9657
1662,amy,campbell,31-02-2006,male,perth,50044.749,02 7105 1356
1664,jessica,serafin,26-11-2005,male,perth,235627.915,03 8334 6637
1665,isabella,jessup,17-04-1958,female,melbourne,1493259.917,07 2310 8072
1666,rub6,chegwiedne,11-10-1i94,female,sydney,,02 4100 0055
167,nathari,ma,26-09-1980,female,brisl>ane,78064.394,04 5494 6946
1673,al3,blasei,21-10-1903,female,,52351.930,03 9515 3795
1675,ckiandra,wpitd,11-04-1921,female,,40727.812,03 4677 4741
1678,courtney,roles,25-07-1922,female,sydney,187109.487,02 5209 8217
1679,nicholas,mckiernan,25-07-1907,male,perth,257821.259,08 1004 1634
1683,benjamin,bligh,13-12-1936,female,brisbane,27848.794,07 9768 3188
1687,annabelle,holgate,16-08-1986,female,sydney,101376.529,03 8584 6460
169,jessica,white,04-07-1979,male,perth,385632.266,04 8026 8748
1697,kate,sotnik,13-01-1951,male,perth,286530.774,02 1457 7426
1698,mackenzie,tremellen,11-01-2947,maoe,melbourne,79469.112,
1699,caitlin,geraghty,21-08-1917,male,perth,47386.000,07 8866 8521
1706,laxlan,brebeny,29-07-1969,fejale,brisbane,78718.026,08 1068 1490
171,katie,trowse,21-06-2012,male,melbourne,52503.554,08 2892 7401
1711,renee,grafton,01-02-2008,male,sydney,81365.091,07 8420 9253
1714,ashleigh,callahan,01-06-1970,female,canberra,59399.157,02 6689 1108
1715,kynaj,befan,02-08-1927,male,sydnev,31847.562,
1717,erin,wynne,07-05-1933,male,perth,364110.037,03 6957 7511
1719,nicholas,white,27-06-1950,female,sydney,86814.534,02 3521 9398
1724,jack,george,16-12-1925,male,sydney,65633.069,02 8770 2463
1726,harriet,lissner,31-06-2012,male,melbourne,170639.180,04 2149 2056
1727,jack,milest,19-12-1900,malr,canl>erra,75668.034,03 2639 0394
1731,sam,kubenk,03-01-1908,male,melbourne,194197.691,02 5554 1556
1732,jye,munyarryun,24-04-1913,male,canberra,62374.708,02 3295 2283
1734,zachary,rundle,05-02-1961,male,sydney,94241.820,03 0464 3017
1735,riley,jeffries,12-07-1918,male,sydney,35195.637,02 1473 7141
1737,noah,schembri,10-11-1966,female,brisbane,50410.996,04 7682 1983
1745,harrison,white,06-03-1958,male,melbourne,86265.027,08 2649 5767
175,daniel,kolabinski,07-11-1932,male,sydney,96327.396,02 6338 8771
1752,joshua,whetstone,07-03-1948,female,brisbane,66337.367,08 6767 6898
1755,hannah,doy,09-09-1948,male,perth,397233.092,02 9432 3128
1756,bridget,coady,14-03-1946,female,brisbane,72413.992,07 7382 4628
176,elysse,wynne,31-04-1988,male,canberra,57056.925,04 0155 3877
1760,zane,fitzpatrick,29-07-1962,male,canberra,80668.247,03 4891 5444
1762,zachary,palethorpe,07-01-1930,male,melbourne,127500.980,08 2308 3731
1767,jet6,morispn,18-02-1937,male,,84502.364,08 9041 9859
1768,alic'la,clarkw,,female,,76112.528,02 4661 9868
1769,william,paterson,21-02-1978,male,sydney,169246.126,08 2452 5109
1771,ella,carbone,13-07-1926,male,perth,508383.155,03 9362 4121
1772,ruby,richmond,30-05-1919,male,perth,279353.539,07 2549 6414
1773,madelyn,braun,25-11-1999,femals,can|>erra,41849.633,03 8828 8307
1774,khlo,purclon,,male,canbera,67008.984,03 7184 5870
1775,caleb,crouch,29-12-1946,female,canberra,34991.101,03 4176 8613
1779,mag9ie,jolly,14-08-1902,malw,canloerra,61522.476,
1787,matthew,kuledza,29-13-1919,male,canverar,58121.315,07 9385 5016
1792,aidan,tuckwell,03-12-1979,male,melbourne,127378.000,08 3887 8665
1793,mollie,donaldson,19-04-1951,male,perth,296083.551,04 7441 8426
1797,fraser,menzies,17-01-1995,female,sydney,157861.175,08 9405 5261
1799,nathan,mcsorley,29-05-1967,female,melbourne,349261.502,07 1938 5739
1802,camwron,whir,18-06-1978,male,syndey,27836.052,07 0683 8443
1804,hudson,ryan,22-08-1962,female,sydney,158308.823,02 6935 4376
1805,phoenix,stolz,12-06-1976,male,perth,940604.164,02 4442 7600
1806,meq,skarmoupsoa,31-04-1942,female,,28896.104,08 6656 5689
1810,alaiyah,croussell,16-02-2937,male,perth,77821.840,03 8848 2390
1811,zac,dixon,16-08-1912,female,brisbane,48569.342,02 6290 7970
1814,joshua,lowe,13-09-1914,male,sydney,46872.119,03 4044 4656
1817,aelk,dipen,15-12-1942,female,melbourne,222938.918,
1825,nasyah,hanna,28-02-1990,male,perth,238681.132,04 9868 2334
1828,jaxin,crook,25-07-1954,female,melbourne,913864.055,03 0333 0842
1829,mikhaili,feast,10-12-2005,male,canberra,84222.544,04 3845 5480
183,arren,skvaril,11-08-1980,male,sydney,50391.599,08 4524 6545
1831,bethany,hobson,09-02-1996,male,canberra,66250.907,07 3612 1061
1832,brett,bellchambers,23-12-1915,female,sydney,128009.622,07 9461 3719
1837,zac,georg,,female,melbourme,1097120.773,
1840,benjamin,verco,09-12-1937,male,sydney,134908.636,08 8677 6260
1844,kiara,clarke,27-12-1935,female,sydney,154703.526,03 6711 3777
185,lucas,tirilis,26-10-1912,male,perth,86432.629,07 3153 4107
1854,hannah,coffey,07-02-1973,male,canberra,51359.019,07 7769 9129
1855,luke,nagy2n,28-01-q987,male,sydney,,02 1397 2121
186,zane,gredn,27-01-2980,male,melbounre,107085.069,
1861,mikaela,godfrey,03-02-2002,male,sydney,117662.637,03 1577 0341
1869,sanyel,hage,23-04-1954,female,,117881.667,04 0420 1335
1870,sarsha,coffey,24-09-1958,female,sydney,157928.060,08 2103 9882
1874,alessandria,sherr'lff,25-01-1951,malr,melbourne,,03 3977 1019
1875,lklan,robnjl<,31-91-1927,male,canberra,,02 8838 9692
1877,alsna,gullv,15-04-1903,male,,134518.814,04 5103 4582
1879,jafck,ridell,13-11-1971,male,pertb,284256.297,08 8597 3117
1881,tara,ryan,22-07-2005,female,sydney,131419.482,04 6920 6899
1885,nic,rob50n,,male,,61333.218,02 7799 6803
1888,takara,mccarthy,13-08-1994,male,perth,146181.668,07 6444 4523
1890,meg,liddy,28-03-1948,female,brisbane,63994.517,03 9729 1962
1892,kyle,noyce,16-02-1912,male,melbourne,174509.142,07 6841 1258
1893,blake,lamprey,15-06-1918,male,perth,145442.019,08 1617 1975
1897,xepheren,farnham,15-05-1919,female,brisbane,39551.018,07 5522 1474
190,ella,restell,24-07-1970,male,melbourne,129621.313,02 8869 4658
1900,pconnor,doody,09-12-2000,femaoe,sygdney,70833.749,04 1479 5167
1902,jenna,hope,21-06-1950,female,sydney,173585.464,02 2832 4790
1904,kira,whatmore,07-02-2001,male,canberra,72064.284,08 9231 0459
1908,bridget,giannikouris,22-05-1996,male,melbourne,42916.930,08 6331 4272
191,lauren,mesecke,10-10-1972,male,canberra,88735.436,03 1977 2839
1910,holly,goldsworthy,23-04-1932,male,melbourne,80569.260,04 1591 2354
1919,flynn,laundy,03-08-1943,female,canberra,49367.133,03 4951 3180
1923,macv,viriceed,09-04-1947,mal3,svdney,56954.734,08 7108 1959
1926,holly,greenhalgh,29-12-1906,male,melbourne,78672.204,02 6455 6035
1927,samuel,harrington,23-12-1999,female,sydney,117440.149,03 1754 5944
1934,ryan,white,27-06-1969,male,sydney,121394.039,08 1265 0030
1936,tarnia,haythorpe,27-10-1993,male,melbourne,64456.499,07 9867 2698
1938,bella,udovicic,08-03-1950,male,perth,536555.784,02 5579 8846
1940,domenique,webb,04-11-1920,female,sydney,122494.865,04 8047 3319
1945,tess,shelley,16-01-1951,female,sydney,115974.613,08 2168 8614
1947,alklynn,ryam,10-02-1946,female,sydney,98615.618,02 8206 3729
1948,kyle,piening,26-10-1903,male,perth,218139.245,08 8478 7966
1950,amy,stanfield,03-10-1992,female,sydney,83998.958,02 9561 5145
1951,benjamin,godo,18-00-2928,,perth,,03 2174 0614
