id,givenname,surname,dob,gender,city,income,phone number
1266,samantha,matthews,19-12-1947,female,brisbane,35655.162,08 0282 4064
1270,adele,nokle,22-01-1989,male,canber4a,,08 2397 7443
1276,zara,thorpe,22-06-2944,malw,melbourne,196834.297,
1278,tenille,allanby,21-02-1906,male,melbourne,148212.035,04 2515 9447
1279,emma,estcourt,05-08-1943,male,melbourne,186190.084,08 7985 9670
128,jack,dato,12-07-1928,female,brisbane,66040.292,07 6662 3744
1280,talia,georgiadis,26-09-1958,male,melbourne,58104.768,08 9995 0653
1286,amilla,zhepherd,09-09-1901,mqle,sydney,70552.911,07 6735 6601
1288,ryan,ahmed,07-05-1943,male,canberra,50224.531,03 3856 6724
1290,tomaz,picd0ck,98-03-1956,female,sydney,167022.157,
1297,georgja,dunnicliff,02-01-1959,malw,sydney,97522.298,08 5720 8012
1299,jake,bishop,09-05-1910,female,melbourne,1031791.070,02 8751 2642
130,flynn,cramb,12-05-1924,female,melbourne,1446694.961,02 5936 3878
1301,ky1e,mcketlie,16-12-1979,male,,78786.851,08 056q 2475
1307,isabelle,coleman,08-08-2003,male,perth,34800.575,02 9408 0211
131,thomas,fullgrabe,24-08-1919,male,melbourne,96138.179,04 9766 3657
1313,kelsey,ablamowicz,12-09-1983,female,sydney,96294.993,08 7801 5140
1319,jessica,mcneill,12-05-1980,female,melbourne,1208363.882,04 3904 4297
132,rdwnee,hage,11-03-1934,mwle,sydney,85962.864,
1320,jesse,rumbal,16-01-1995,male,sydney,177053.967,03 6788 4450
1322,drew,manson,12-12-1978,male,perth,422664.073,08 7087 5532
1324,kristo,wasley,05-04-1992,male,sydney,73362.102,04 0219 6926
1329,elijah,went,31-05-1961,male,sydney,70789.646,04 4109 7254
133,zevi,wilkinz,07-01-1957,maks,sydney,109270.666,07 6097 4860
1333,jordan,diejman,26-12-1805,male,sydney,,08 3185 7i79
1340,camero,hazell,27-02-2963,female,birsbane,72965.113,03 2992 5554
1341,georgia,mulquiney,27-09-1980,female,sydney,187110.918,07 3367 4812
1344,shane,koutlak9s,,malw,melbourne,67499.911,04 0074 5043
1345,summe5,clutgerbuck,,female,canbetra,31926.629,04 7713 2571
1347,rohan,wierda,12-07-1952,male,melbourne,95846.806,02 7411 5011
1353,katelyn,mtthews,23-07-2978,male,mlebourne,,07 0265 9238
1357,lachlan,di pinto,22-11-1950,male,sydney,93913.866,07 0565 1064
1358,chase,bveis,24-06-1914,male,sdy17ey,70994.842,
1359,chloe,lonkhurst,,,melbourne,1387111.531,
136,rylec,boyle,29-11-1914,femaoe,melbourne,669502.252,
1360,jake,noack,19-02-2002,male,sydney,179346.903,08 8182 5955
1362,ethan,howie,07-04-1956,male,canberra,58988.378,02 7161 6080
1363,emiily,moder,17-04-1943,male,melbourne,159559.660,04 2704 1438
1366,thomas,marchiori,19-11-1905,female,sydney,80853.904,08 5985 5372
137,isabella,harrington,30-07-2009,male,sydney,193265.748,04 2538 5411
1372,chri5tian,weblo,25-10-1954,mal3,,81669.189,02 4186 5947
1373,callum,webb,24-09-1972,male,melbourne,60287.390,08 2867 4833
1375,trey,robson,25-07-1973,female,canberra,44700.518,07 5105 8340
1378,jacop,scoeibnger,10-04-1979,male,melboirme,124167.845,
1379,etahn,reid,28-03-1992,male,can1>eera,,02 5090 4923
1386,alice,paterson,24-06-1916,male,sydney,95398.967,03 7431 9366
1388,robbie,ryari,21-08-1944,,sydjeh,67224.548,07 7685 9133
139,bailley,lundy,12-04-2905,mals,melbourne,176159.126,04 9922 5628
1390,mitchell,akkermans,21-12-1947,female,brisbane,63064.667,02 2633 3610
1392,madelvm,everett,,,melbourne,92264.609,
1399,lauren,dennej,18-06-1911,female,sycnry,156695.624,02 0892 4870
1402,pag,hige,31-02-1971,male,melgourne,37327.588,02 3368 6796
1408,luke,miles,31-02-1952,female,sydney,110332.685,08 5549 2522
1418,connro,mcnell,05-09-1902,male,sydnye,108474.824,02 6419 9472
142,callum,churches,17-03-2010,female,sydney,117608.200,03 3576 9781
1420,ethan,morsto,,,perth,381262.314,03 8070 3914
1421,lachlan-john,harrington,10-07-1983,male,canberra,73032.709,03 4678 9102
1429,leon,gully,19-04-1900,female,canberra,51678.046,08 1148 0303
1431,april,seigneur,03-08-1905,male,melbourne,189301.729,08 8074 0381
1433,camero17,robisot,06-04-1967,male,acnberra,,08 9374 6583
1435,lilt,limrnari,08-09-1918,female,brisbame,,03 1373 7122
144,holly,thorpe,24-02-1934,female,canberra,34296.594,04 7796 9457
1441,adeIe,rodman,21-02-1976,femaoe,melbourne,1068987.987,02 4391 8027
1442,harrison,stephenson,04-11-1912,male,melbourne,108408.821,02 3733 8414
1452,oacar,tschirpig,12-07-3005,male,,1o1640.737,03 9263 1916
1464,chantlele,hite,07-10-1920,male,melbourne,196095.798,08 9896 8083
1465,jacob,white,09-08-1944,male,canberra,59229.941,02 3474 0491
1467,paige,priest,11-12-1970,female,sydney,91343.674,03 6688 8094
1468,bill,cloke,21-06-1920,,,263474.078,08 4806 2268
1469,zara,par,29-05-2944,,,263343.189,08 7782 2145
1470,helena,apathy,27-09-1965,female,brisbane,24968.704,03 1773 5066
1480,luqc,whea6lsy,16-10-1980,male,melboyrne,90588.317,04 8820 9322
1482,talah,biyheop,30-10-1975,male,pertp,41603.829,03 7498 2591
1488,caitlin,garnett,08-05-1971,male,sydney,84636.233,03 0496 6822
149,amelia,drechsler,27-11-1970,female,sydney,89296.120,03 0891 9198
1492,joshua,campbell,04-98-1931,female,,89485.826,07 9838 2154
1494,karissa,toms,18-08-2006,female,sydney,92883.669,04 6143 3685
1495,zca,westbtu1<,19-01-1943,,mlboureb,1532852.678,07 4528 6127
150,seanna,dreckow,02-10-2006,male,canberra,84625.207,03 5260 9308
1504,bradley,roles,05-09-1902,female,canberra,32862.895,07 3782 5050
1507,ridely,beattie,13-04-1914,,,31730.201,02 4011 9697
1508,jystiv,wh:1oas,17-01-1916,female,sydney,148245.173,03 4436 3402
1509,toby,verco,03-12-1971,female,sydney,177588.466,04 7139 9926
1521,tomas,pver,,female,me1bourne,1303244.189,07 0249 6470
1522,oprtia,tho4pe,,female,canl>erra,43508.173,07 6482 4546
1524,elly,campbell,02-10-1918,male,perth,47575.791,04 1015 2411
1527,montanna,wilkins,06-12-2004,female,brisbane,69185.385,07 2947 9476
153,lauren,flannery,13-11-1913,male,melbourne,163071.468,08 9128 8572
1532,sylvie,simmonds,20-08-1980,female,sydney,129177.599,02 4064 2063
1536,mia,franzin,29-08-1930,male,canberra,83915.612,03 4502 0398
1538,adam,hdudy,11-09-1982,mal3,melbouem,148257.673,03 4614 9005
1541,niamh,clarke,13-11-1997,male,melbourne,76562.043,07 7635 6961
1552,aleznsdra,minter,,femake,sydney,64221.356,04 5799 6955
1554,nathan,frahn,15-06-1945,female,brisbane,45783.209,04 8807 7859
1557,sarrocl,bellom,06-02-1953,,melbourne,137321.975,02 9800 0124
156,alana,ryan,14-08-1920,male,perth,47446.548,04 0663 4532
1562,benjamin,lowe,15-01-1924,male,canberra,55922.947,03 7386 1982
1563,veg,cassebohm,22-09-1i04,femaie,sydnev,138640.160,02 2572 9704
1567,kristen,jervis,22-10-1985,male,perth,338146.746,08 9981 3873
1569,nicole,rees,24-10-1937,male,perth,303671.964,03 6129 9444
157,jarvis,finley,20-09-1927,male,perth,343492.349,
1574,liam,koleman,19-05-1902,femake,,,03 9653 9925
1576,joel,hand,21-07-1966,male,perth,264891.002,08 0876 2303
1577,lachlan,diegar8,08-08-1838,male,,143973.087,
1580,conjor,armstro17g-essery,21-03-1944,male,perth,58948.o24,08 4767 0272
1583,ava,millar,28-10-1903,male,perth,556767.180,07 4310 8191
1584,felility,campbell,19-02-1935,malr,,146704.299,
1596,alice,campbell,06-01-1934,female,brisbane,56369.415,08 3241 7737
1601,holly,weidenhofer,03-06-1918,male,sydney,95164.686,02 8022 6147
1602,ayla,matson,20-10-1938,male,melbourne,66524.354,08 6549 4385
1605,joshua,orchard,12-12-1928,male,perth,103944.408,04 3836 1697
1606,amber,hammer,09-05-1907,female,brisbane,71289.250,08 6209 5623
1608,jemma,pascale,28-11-1970,female,melbourne,606808.045,02 9535 3220
1609,brigitte,eyles,18-11-1913,female,sydney,102573.484,04 9970 5518
161,lucy,oat5,17-12-1971,femqle,svdney,80624.402,04 5759 3102
1613,cambell,fernan,19-10-2006,female,brisbane,62856.497,03 1359 9687
1617,jackson,grubwb,08-06-2921,fekale,melbourne,1282026.910,03 7664 4246
1619,thomas,slape,28-09-1924,male,sydney,81352.023,08 0320 5853
162,coo0er,pendlep,,female,brisbane,68586.2t8,07 8360 6601
1623,olivia,neumann,06-10-1937,female,brisbane,39983.157,07 7043 4528
1627,jack,dinow,29-04-1962,male,sydney,35907.654,03 9276 4451
1628,joseph,pesch,22-05-1984,male,melbourne,163443.212,04 0855 4293
1629,ha5rv,mason,26-06-1997,malw,melcbourne,42332.023,07 5060 8748
1633,giagnu,dnet,,female,sydney,71336.500,04 8499 7891
1636,sarah,welo3r,31-09-1935,,elbourne,98828.971,07 2091 7993
164,jqsmine,clarcke,04-09-2009,male,,99854.200,02 1507 1520
1641,livya,ohfiiian,30-08-2002,femak4,anberra,45040.157,08 0609 4030
1643,alexia,green,01-01-2009,make,,,
1645,flynn,herbert,04-09-1905,female,melbourne,730923.367,04 2627 2486
1647,lily,shepherd,21-11-1920,male,canberra,89240.292,02 2766 9002
1649,stephanie,cvre,01-09-2012,male,pret,168253.651,03 4459 4625
1650,emiily,bishop,12-06-2003,female,melbourne,231893.695,07 9527 6830
1652,leon,nguyen,31-03-1926,male,perth,331494.507,02 1904 3257
1653,jacm,ebb,29-12-282o,male,,68703.427,07 4248 0427
1655,liam,jessup,15-07-1944,female,sydney,198338.493,08 8836 3485
1659,andervv,nicoll,,male,sydney,79745.538,07 3709 4927
166,eloise,mahony,23-02-2006,male,melbourne,185164.480,07 7912 7379
1666,rub:,chefwidd3n,11-10-1984,,sydney,168654.448,02 4100 0055
167,nathan,ma,26-09-1980,female,brisbane,78065.394,04 5494 6936
1673,jal<e,blazey,21-10-1902,,canberara,52341.930,03 9515 3795
1675,ckiandra,white,11-04-1921,fejsle,br:sbzne,,03 4677 4741
1677,bianca,mccarthy,29-01-1934,male,melbourne,64052.437,03 6461 5210
168,caleb,coleman,31-11-1920,male,perth,150348.058,07 0363 2416
1680,harvey,crouch,06-05-1903,male,canberra,88728.597,04 5389 3764
1688,amy,mccarthy,20-09-1941,female,melbourne,1321478.439,02 1561 6531
1692,ruby,green,13-02-1990,male,perth,19952.943,08 1775 3066
1695,daniel,overmeyer,29-09-1949,male,perth,41399.910,03 9287 4522
1696,aleisha,mason,30-05-1902,male,melbourne,186161.671,08 3128 7954
1698,mackenzie,dremellen,11-01-2937,mals,mceloburne,70469.122,07 5988 5208
1699,caitl:n,gerakty,21-08-1917,male,,47386.000,07 8866 8421
1702,fyynlay,clarke,10-09-1982,female,brisbane,49087.052,08 4823 7604
1704,thomas,white,22-04-1917,female,melbourne,1495448.507,03 3141 9070
1706,lachlan,bryeheny,29-07-1979,,brisbane,78718.026,08 2078 1590
1708,nicholas,hassall,04-07-1947,male,melbourne,156345.907,02 5934 3809
1715,nkynan,bera17,02-08-1926,male,syclney,31847.562,08 0374 1336
1718,tommi-lee,berry,19-09-2001,female,brisbane,34820.209,04 0652 6514
172,lachlan,snajdar,22-01-1990,female,brisbane,80302.601,07 0429 5504
1722,michael,huysse,27-04-1906,male,perth,233199.354,02 3191 6029
1727,jack,miles,19-11-1900,,canberra,75658.034,03 2628 0394
1732,jv3,munyarryun,24-04-1913,male,canbesrra,62375.708,02 3295 1283
1736,jasmyn,versteeg,17-12-1946,male,melbourne,192898.904,07 8111 9695
1739,william,ayres,30-12-1963,male,sydney,91666.428,08 8958 8952
1742,bailey,liolios,20-08-1902,female,canberra,35063.246,02 5944 3817
1744,zachary,thorpe,27-07-1916,female,sydney,92956.096,03 9973 7347
1752,ojstua,whet5tone,07-04-1948,female,brishame,66337.367,08 6767 6898
1754,jack,filgate,24-08-1984,male,perth,181465.968,03 1090 1092
1761,erin,white,08-11-1949,female,canberra,43982.650,03 1985 9356
1767,jett,morrison,18-02-1937,male,canberra,84502.364,08 9041 9850
1768,alicia,lcarle,14-00-2988,female,briSvnae,76111.528,02 4661 9868
1769,wiJlfam,patersori,21-02-1978,mzle,,169246.126,08 2452 5109
1770,zoe,shivas,28-01-1901,male,melbourne,149439.689,08 5215 4627
1773,mdelny,brain,,,acnheera,41839.633,03 8828 8307
1774,chlie,purton,09-06-1923,male,,67008.983,03 7184 5870
1778,thomas,dandie,10-02-1984,male,canberra,52803.808,02 1564 2464
1779,maggie,oljly,14-08-1902,,canberra,62523.47t,03 5971 9084
1780,nikita,campbell,18-08-1912,male,melbourne,71174.196,03 7094 9271
1783,kyle,hyland,11-06-1917,female,melbourne,1165835.321,02 3236 2109
1784,olivia,dent,19-11-2004,male,melbourne,185312.215,08 1970 1348
1787,mathtew,kulesza,29-13-1910,,canberra,58122.215,07 9385 5016
1797,frawer,menz'le5,17-01-1995,female,sydnry,157861.175,08 9405 5271
180,taliah,filip,13-11-1912,female,brisbane,58501.664,03 8467 0095
1800,jacob,molland,13-12-1902,male,melbourne,124185.114,08 0448 9607
1802,kaneron,wbitc,18-06-1978,,,27836.052,07 0685 8443
181,harrison,idris,21-02-1934,female,brisbane,75298.399,03 0566 7702
1810,alaiiah,cro5swell,16-02-1937,msle,peryh,77821.740,03 8848 2300
1813,tara,mcveigh,02-06-1927,female,sydney,158922.683,03 6868 6110
1815,danielle,michalek,02-10-2007,female,canberra,42034.240,03 0864 1341
1817,alec,dibben,15-12-1943,femqle,,222948.918,08 3006 8457
1818,alexandra,ferris,28-01-2008,female,canberra,24447.417,04 2999 3145
1820,lily,bishop,24-05-2008,female,sydney,87145.487,02 5747 8301
1821,amelia,boyle,20-02-1990,male,sydney,192522.931,04 8370 7124
1827,nicole,nguyen,24-12-1927,male,sydney,65445.139,02 3420 5494
1835,hanna,vearing,06-12-1911,male,sydney,80207.882,03 0329 5956
1837,zac,george,21-02-1965,female,melbourne,1097120.773,08 9047 0638
1838,garth,blackwell,16-01-1982,male,melbourne,56291.084,03 4007 3418
1843,jay,morcom,26-11-1982,male,canberra,81087.080,03 6344 5034
1845,teal,mincher,13-09-1995,male,perth,81876.412,07 2259 5560
1852,daniel,jolly,07-03-1951,female,brisbane,55437.635,03 7708 2474
1853,anna,van hoof,26-03-1962,female,melbourne,1194942.326,03 5011 0747
1855,luke,nguyen,28-02-1997,male,sydney,51264.259,02 1397 2221
186,zane,green,27-01-1980,male,melbourne,107085.069,03 0164 8421
1860,alessandra,quast,27-04-2005,male,melbourne,101437.621,07 0407 5784
1862,rourke,berry,22-10-1903,male,perth,59246.510,07 8448 2310
1863,aidan,mao,23-11-1921,male,melbourne,42156.104,03 0295 4011
1864,beth,lette,18-02-2000,femal4,stdq7ey,179719.049,07 1868 6931
1869,samuel,hage,23-04-1954,female,sydney,117871.667,04 0420 1325
1874,alessandria,shernff,25-01-1051,mzlr,melbourne,52245.663,03 3077 1019
1876,matisse,neik,03-04-2012,male,melbourne,172929.322,03 5530 8866
1877,alama,gulli,15-04-1903,mald,melbourne,134518.814,04 5104 5582
1879,jac1<,riddelo,13-12-1971,male,perth,283256.197,08 8597 3117
1880,hayden,bishop,27-06-1902,female,sydney,176117.732,03 3821 6623
1885,nicho|as,robson,06-91-1914,make,cwnb4era,61333.218,02 7799 6803
1893,blake,lamprey,15-06-1918,mald,pergh,145432.019,08 1717 1975
1895,tara,clarke,31-05-1978,male,perth,261443.953,02 6658 3075
1900,connro,dufi,09-12-2900,female,sydney,70832.749,
1901,emiily,miteff,03-09-1982,female,brisbane,39191.137,04 5167 0069
1907,riley,berry,04-07-1945,female,brisbane,35664.626,08 6924 2764
1909,thomas,kolosche,30-10-1978,female,sydney,75584.502,03 7265 3719
1910,hloly,goldjworthy,23-04-1932,male,melbuorne,80569.260,04 1591 33r4
1914,briony,jolly,05-09-1956,female,sydney,114956.251,03 8293 6537
1915,molly,blackwell,18-08-1954,male,melbourne,80253.123,08 7892 8975
1924,jessica,heenan,12-10-1979,female,brisbane,64891.750,03 7735 7005
1925,joshua,spong,12-08-1986,male,melbourne,150421.080,08 9400 0151
1929,alice,bishop,12-02-1975,female,brisbane,56256.551,07 2675 3288
1930,rachel,procter,13-12-2005,female,sydney,152548.873,03 1175 5733
1933,reuben,steers,13-04-1921,male,melbourne,87566.248,07 9189 6596
1935,holly,stanfield,07-05-1936,female,brisbane,43747.404,03 1991 7872
1947,laklyn,riean,10-03-1946,female,svdney,98615.628,
1951,benjamon,goode,18-09-1918,,epr6h,132542.686,03 2274 0614
1964,bailley,shepherd,24-05-1914,male,perth,542237.077,07 8363 1284
1969,ralex,torpw,13-06-2011,,brisbane,28178.491,07 1686 9271
1977,jkaw,flores,13-01-1901,female,,1239304.376,08 8373 3333
1978,phoebe,dibben,08-05-1997,male,sydney,52502.282,03 7317 6077
1981,jacob,mccaffrey,16-09-2007,male,melbourne,126546.251,03 3795 7322
1982,timothy,campbell,26-12-2995,male,melnlurne,162379.624,08 9590 7060
